term,zh_cn
QuestLoc_CollectorsEdition_Conversation_1_Team_3,……或者你也可以直接投降，把巧手先生交给我们。
QuestLoc_CollectorsEdition_Conversation_2_NPCEnd_1,让我先看看有没有零钱。
QuestLoc_CollectorsEdition_Conversation_2_NPCEnd_2,嗯，我懂了——你知道，*在你过度解释之前*。
QuestLoc_CollectorsEdition_Conversation_2_NPCEnd_3,很诱人……但是不要。
QuestLoc_CollectorsEdition_Conversation_2_NPCStart_1,啊，你一定是买家。
QuestLoc_CollectorsEdition_Conversation_2_NPCStart_2,别担心，还是全新的。
QuestLoc_CollectorsEdition_Conversation_2_NPCStart_3,我差点就想拆盒了，但还是忍住了。
QuestLoc_CollectorsEdition_Conversation_2_NPCStart_4,你打算怎么付款？
QuestLoc_CollectorsEdition_Conversation_2_Team_1,你带铅吗？
QuestLoc_CollectorsEdition_Conversation_2_Team_2,要付出代价的是你！用你的性命！因为我们会杀了你！
QuestLoc_CollectorsEdition_Conversation_2_Team_3,把盒子给我们，你就能活命。
QuestLoc_CollectorsEdition_QuestLongDescription,我们听说本地掠夺者在一栋废弃工业建筑里找到了一个全新的巧手先生，还装在原装盒子里。我们得赶在那些掠夺者把它弄坏之前拿到这件收藏品。
QuestLoc_CollectorsEdition_QuestName,收藏版
QuestLoc_CollectorsEdition_QuestObjective_1,取回巧手先生盒子。
QuestLoc_CollectorsEdition_QuestShortDescription,从掠夺者手中夺回一个全新的巧手先生。
QuestLoc_CollectorsEdition_RaiderLine_1,把巧手先生留在盒子里有什么用？
QuestLoc_CollectorsEdition_RaiderLine_2,说不定是限量版巧手先生，还增强了讽刺模块……
QuestLoc_CollectorsEdition_RaiderLine_3,话说回来，掠夺者要巧手先生干嘛？
QuestLoc_ConferenceontheMound_Conversation_1_NPCStart_1,惊天大新闻 - 拉基·乔宾逊的运动衫并不在这儿。
QuestLoc_ConferenceontheMound_QuestLongDescription,在通用原子工厂也没有收获，但是还有一个废弃的616号避难所。
QuestLoc_ConferenceontheMound_QuestName,高岗会议
QuestLoc_ConferenceontheMound_QuestObjective_1,寻找拉基·乔宾逊的棒球运动衫。
QuestLoc_ConferenceontheMound_QuestShortDescription,找到Rackie Jobinson的棒球衫。
QuestLoc_CoveringAlltheBases_Conversation_1_NPCStart_1,又是什么都没有，啊啊啊！
QuestLoc_CoveringAlltheBases_QuestLongDescription,还是没有教练的踪迹，拉基·乔宾逊的运动衫也是毫无头绪，是时候去探索一下更深的地方了，不入虎穴焉得虎子！
QuestLoc_CoveringAlltheBases_QuestName,扫荡全部基地
QuestLoc_CoveringAlltheBases_QuestObjective_1,寻找拉基·乔宾逊的棒球运动衫。
QuestLoc_CoveringAlltheBases_QuestShortDescription,深入调查教练和运动衫的线索。
QuestLoc_CoveWatch_Conversation_1_NPCStart_1,所有人都想成名 - 好吧，我就和你说说这个故事吧！
QuestLoc_CoveWatch_QuestLongDescription,避难所收到了一份电视商业广告的通知，这很明显是个陷阱，但是我们还是得把身材最好的居民送过去试一试。
QuestLoc_CoveWatch_QuestName,看守！
QuestLoc_CoveWatch_QuestObjective_1,探索大楼。
QuestLoc_CoveWatch_QuestShortDescription,电视节目排演，还是说是陷阱？也许是陷阱吧。
QuestLoc_CoveWatch_RaiderLine_1,你上当了？这附近压根就没有水！
QuestLoc_CoveWatch_RaiderLine_2,又有该死的东西来了……把它们干掉！
QuestLoc_CrimeSceneInvestigation_Conversation_1_NPCEnd_1,我说过“让我们的饥饿吞噬你”！
QuestLoc_CrimeSceneInvestigation_Conversation_1_NPCStart_1,美味的肉感居民也踏上了死亡之路。美味。
QuestLoc_CrimeSceneInvestigation_Conversation_1_NPCStart_2,但他们足够饥饿吗？像饥饿者一样饥饿？我不这么认为。
QuestLoc_CrimeSceneInvestigation_Conversation_1_NPCStart_3,仅凭‘饥饿’就能饱餐死亡，并享用那些美味的骑士卡路里。
QuestLoc_CrimeSceneInvestigation_Conversation_1_NPCStart_4,让我们的饥饿吞噬你！
QuestLoc_CrimeSceneInvestigation_Conversation_1_Team_1,等等！我们能不能谈谈这个——
QuestLoc_CrimeSceneInvestigation_Conversation_2_NPCEnd_1,你的谎言在我们不配的声音中根本听不见！
QuestLoc_CrimeSceneInvestigation_Conversation_2_NPCStart_1,就像苍蝇扑向尸体，每个人都来看死亡留下了什么。
QuestLoc_CrimeSceneInvestigation_Conversation_2_NPCStart_2,第四位骑士难以捉摸，但‘害虫’们将会找到他。
QuestLoc_CrimeSceneInvestigation_Conversation_2_NPCStart_3,而当瘟疫成为最后的骑士时，我们便不再卑微。
QuestLoc_CrimeSceneInvestigation_Conversation_2_NPCStart_4,受辐射者蒙福！
QuestLoc_CrimeSceneInvestigation_Conversation_2_Team_1,但你的整个哲学都毫无意义！“害虫”是个蠢名字！
QuestLoc_CrimeSceneInvestigation_Conversation_3_NPCEnd_1,我们很了解死亡。事实上，我们的监督者或许能帮你。我们会保持联系……
QuestLoc_CrimeSceneInvestigation_Conversation_3_NPCStart_1,谁在那里？其他避难所居民！很高兴见到你们。
QuestLoc_CrimeSceneInvestigation_Conversation_3_NPCStart_2,我们来自避难所144。我们曾与避难所672有贸易往来。
QuestLoc_CrimeSceneInvestigation_Conversation_3_NPCStart_3,我们已经好几周没收到他们的消息了，所以过来看看。
QuestLoc_CrimeSceneInvestigation_Conversation_3_NPCStart_4,如你们所见，他们似乎遭到了袭击，无人生还！你们知道是谁干的吗？
QuestLoc_CrimeSceneInvestigation_Conversation_3_Team_1,你们听说过天启四骑士吗？我们被告知是死亡邪教徒所为，所以正在寻找线索。
QuestLoc_CrimeSceneInvestigation_QuestLongDescription,好极了！我们现已与战争达成休战，直到其他骑士被解决为止！为此，战争声称死亡的仆从袭击了避难所672。所以我们要去调查，寻找他们可能留下的任何线索……
QuestLoc_CrimeSceneInvestigation_QuestName,犯罪现场调查
QuestLoc_CrimeSceneInvestigation_QuestObjective_1,寻找关于死亡的线索。
QuestLoc_CrimeSceneInvestigation_QuestShortDescription,在避难所672号中寻找关于死亡的线索。
QuestLoc_CrossingPaths_Conversation_1_NPCEnd_1,那真是太糟糕了，好吧，最起码让我补偿一下你。
QuestLoc_CrossingPaths_Conversation_1_NPCEnd_2,穿好装备，行了，让我补偿一下你。
QuestLoc_CrossingPaths_Conversation_1_NPCEnd_3,你可以糊弄我，好了，最起码让我补偿一下你。
QuestLoc_CrossingPaths_Conversation_1_NPCEnd_4,抱歉让你有了那样的感受，好吧，最起码让我补偿一下你。
QuestLoc_CrossingPaths_Conversation_1_NPCStart_1,那可真是好作品啊，市民。
QuestLoc_CrossingPaths_Conversation_1_NPCStart_2,你有想过加入钢铁兄弟会吗？
QuestLoc_CrossingPaths_Conversation_1_Team_1,也许有一天会的吧，但是我不觉得我现在已经准备好了。
QuestLoc_CrossingPaths_Conversation_1_Team_2,见鬼！我宁可待在避难所。
QuestLoc_CrossingPaths_Conversation_1_Team_3,我永远不会去做士兵的。
QuestLoc_CrossingPaths_Conversation_1_Team_4,没门！就是士兵引发了这场灾难。
QuestLoc_CrossingPaths_QuestLongDescription,星骑士克罗斯在大无敌超市搜集技术，但是却遇上了死亡爪，请去帮他一下。
QuestLoc_CrossingPaths_QuestName,十字路口
QuestLoc_CrossingPaths_QuestObjective_1,为星骑士克罗斯提供火力援助。
QuestLoc_CrossingPaths_QuestShortDescription,为星骑士克罗斯提供火力援助。
QuestLoc_DartofHarkness_Conversation_1_NPCEnd_1,然后扔掉那些瓶盖？我可不会这么干！
QuestLoc_DartofHarkness_Conversation_1_NPCEnd_2,好吧，这简直是在侮辱人。
QuestLoc_DartofHarkness_Conversation_1_NPCEnd_3,不会吧？我们还以为这就是重点呢。算了，去他的！
QuestLoc_DartofHarkness_Conversation_1_NPCStart_1,你不该来这儿，光皮人！
QuestLoc_DartofHarkness_Conversation_1_NPCStart_2,那个安保头子是我们的。我们拿了他脑袋的一大笔钱！
QuestLoc_DartofHarkness_Conversation_1_Team_1,哈克尼斯是我们避难所的朋友。我劝你现在就离开。
QuestLoc_DartofHarkness_Conversation_1_Team_2,准备受死吧，丧尸渣滓！
QuestLoc_DartofHarkness_Conversation_1_Team_3,你知道“一大笔钱”其实不会让你变帅，对吧？
QuestLoc_DartofHarkness_Conversation_2_NPCEnd_1,你可以拿走这把武器。我叫它“飞镖”，因为它总能正中靶心。
QuestLoc_DartofHarkness_Conversation_2_NPCEnd_2,用这把武器！我叫它“飞镖”。别问为什么。
QuestLoc_DartofHarkness_Conversation_2_NPCEnd_3,我不是什么大人物，只是尽职尽责罢了。给你，这是你的。
QuestLoc_DartofHarkness_Conversation_2_NPCStart_1,你终于来了。我开始担心了。
QuestLoc_DartofHarkness_Conversation_2_NPCStart_2,那些尸鬼紧追着我。我相信他们是来杀我的。
QuestLoc_DartofHarkness_Conversation_2_NPCStart_3,他们很可能是那些想毁掉你避难所的人雇来的。
QuestLoc_DartofHarkness_Conversation_2_NPCStart_4,给，把这些文件交给你的监督者。他们知道该怎么做。
QuestLoc_DartofHarkness_Conversation_2_Team_1,太好了。还有别的事吗？
QuestLoc_DartofHarkness_Conversation_2_Team_2,要是那些尸鬼跟着我回到避难所怎么办？
QuestLoc_DartofHarkness_Conversation_2_Team_3,所以，像你这样的大人物怎么会被一群尸鬼给收拾了？
QuestLoc_DartofHarkness_QuestLongDescription,我们收到了铆钉城安全主管哈克尼斯的通讯，他说有重要信息要当面告诉我们。穿上你最好的衣服，到避难所以北那家废弃的超级杜珀超市和他碰头。
QuestLoc_DartofHarkness_QuestName,哈克尼斯的飞镖
QuestLoc_DartofHarkness_QuestObjective_1,与哈克尼斯交谈。
QuestLoc_DartofHarkness_QuestShortDescription,与安全主管哈克尼斯会面。
QuestLoc_DartofHarkness_RaiderLine_1,一号过道需要清理。
QuestLoc_DartofHarkness_RaiderLine_2,我能和经理谈谈吗？
QuestLoc_DaysGoneBye_Conversation_1_NPCEnd_1,呃，也许你可以用幽灵装扮把他们吓跑，附近的旧服装厂应该就有！
QuestLoc_DaysGoneBye_Conversation_1_NPCStart_1,哇哦，你能在这里真是太好了，那些掠夺者差点就抓到我了！
QuestLoc_DaysGoneBye_Conversation_1_NPCStart_2,他们会追赶那些想要靠近31号避难所的人。
QuestLoc_DaysGoneBye_Conversation_1_NPCStart_3,并不是真的闹鬼，我觉得他们只是为了让人们远离那里。
QuestLoc_DaysGoneBye_Conversation_1_Team_1,那么，是时候扭转局势了。
QuestLoc_DaysGoneBye_QuestLongDescription,赫伯·韦斯特告诉我那些去了31号避难所的人们最后都消失了，我要去避难所科技办公室调查一下这个避难所的过去。
QuestLoc_DaysGoneBye_QuestName,逝去的时日
QuestLoc_DaysGoneBye_QuestObjective_1,寻找有关31号避难所过去的信息。
QuestLoc_DaysGoneBye_QuestShortDescription,在避难所科技搜查关于31号避难所的信息。
QuestLoc_DeathandDenial_Conversation_1_NPCStart_1,奇怪，我们进来之前还是晴天……
QuestLoc_DeathandDenial_Conversation_1_NPCStart_2,……现在外面却黑了，远处还有隆隆雷声。
QuestLoc_DeathandDenial_Conversation_1_NPCStart_3,很不祥的兆头。
QuestLoc_DeathandDenial_Conversation_2_NPCEnd_1,好吧，但得告诉你，我们这儿习惯用公制。
QuestLoc_DeathandDenial_Conversation_2_NPCEnd_2,在闺房里吃罐头。如果你要看，我还留着那些罐头盒。
QuestLoc_DeathandDenial_Conversation_2_NPCEnd_3,不，先生，我不这么认为。
QuestLoc_DeathandDenial_Conversation_2_NPCStart_1,我说，我们都开始担心了！我是Reginald，管家总管。
QuestLoc_DeathandDenial_Conversation_2_NPCStart_2,事情就发生在主人和客人们就寝之后。
QuestLoc_DeathandDenial_Conversation_2_NPCStart_3,他们正在隔壁房间等着你去审问。
QuestLoc_DeathandDenial_Conversation_2_Team_1,游戏开始了！我们行动吧！
QuestLoc_DeathandDenial_Conversation_2_Team_2,别急。谋杀案那晚，*你*在哪里？
QuestLoc_DeathandDenial_Conversation_2_Team_3,"Reginald, Reginald……是叫Dutch吗？"
QuestLoc_DeathandDenial_Conversation_3_NPCEnd_1,我们主要是收集旧垃圾然后转卖……不过我们干得挺勤奋的！
QuestLoc_DeathandDenial_Conversation_3_NPCEnd_2,巧得很，我正在想方设法谋杀皮博迪先生。
QuestLoc_DeathandDenial_Conversation_3_NPCEnd_3,别想打什么歪主意！皮博迪试图勾引我妻子已经够糟了……
QuestLoc_DeathandDenial_Conversation_3_NPCStart_1,你不能把我们关在这里，知道吗？我们有权自由！
QuestLoc_DeathandDenial_Conversation_3_NPCStart_2,我是罗德·墨菲，粗俗的有钱实业家，这位是我的花瓶妻子普莉希拉。
QuestLoc_DeathandDenial_Conversation_3_NPCStart_3,我们没做任何坏事。我们当然没有*杀*人！
QuestLoc_DeathandDenial_Conversation_3_NPCStart_4,至少从我们到这里以后没有……
QuestLoc_DeathandDenial_Conversation_3_Team_1,实业家？在这个年头？
QuestLoc_DeathandDenial_Conversation_3_Team_2,皮博迪先生被谋杀时你在做什么？
QuestLoc_DeathandDenial_Conversation_3_Team_3,我以前有只猫叫普莉希拉。
QuestLoc_DeathandDenial_Conversation_4_NPCEnd_1,让她儿子沉迷石头剪刀布，然后总出石头把他榨干了。
QuestLoc_DeathandDenial_Conversation_4_NPCEnd_2,哦，她不是尸鬼，她只是非常非常老。
QuestLoc_DeathandDenial_Conversation_4_NPCEnd_3,在沃辛顿夫人试图咬一口蓝莓司康饼后给她做心肺复苏。
QuestLoc_DeathandDenial_Conversation_4_NPCStart_1,你好！这位是伊丽莎白·沃辛顿夫人，我是她的侍从阿加莎。
QuestLoc_DeathandDenial_Conversation_4_NPCStart_2,唉，夫人听力不太好，所以你得向我提问。
QuestLoc_DeathandDenial_Conversation_4_NPCStart_3,夫人非常尊敬皮博迪先生，她认识他多年了。
QuestLoc_DeathandDenial_Conversation_4_NPCStart_4,她甚至不怨恨他害得她家破人亡。
QuestLoc_DeathandDenial_Conversation_4_Team_1,他是怎么害得她家破人亡的？
QuestLoc_DeathandDenial_Conversation_4_Team_2,那是在她变成尸鬼之前还是之后？
QuestLoc_DeathandDenial_Conversation_4_Team_3,谋杀发生时你在做什么？
QuestLoc_DeathandDenial_Conversation_5_NPCEnd_1,我想这取决于他要先承受多少痛苦。
QuestLoc_DeathandDenial_Conversation_5_NPCEnd_2,六十四次，如果我没记错的话。
QuestLoc_DeathandDenial_Conversation_5_NPCEnd_3,抱歉，我侄女记性不好。我敢说她连昨晚的事都记不清了。
QuestLoc_DeathandDenial_Conversation_5_NPCStart_1,啊，侦探！我是特拉梅尔准将，这位是我侄女维姬。
QuestLoc_DeathandDenial_Conversation_5_NPCStart_2,所以终于有人把老皮博迪干掉了，是吧？好吧，我一点也不意外。
QuestLoc_DeathandDenial_Conversation_5_NPCStart_3,那家伙仇家可多了！比土耳其弯刀还歪。
QuestLoc_DeathandDenial_Conversation_5_NPCStart_4,要我说，凶手值得一枚勋章。正好能配得上我这一排。
QuestLoc_DeathandDenial_Conversation_5_Team_1,你是说你想让他死？
QuestLoc_DeathandDenial_Conversation_5_Team_2,土耳其刀，是吗？你知道皮博迪是被捅死的吗？
QuestLoc_DeathandDenial_Conversation_5_Team_3,那你呢，维姬？你看到什么了吗？
QuestLoc_DeathandDenial_Conversation_6_NPCEnd_1,只有在我狂暴的时候才会，所以……大概每隔一周一次？
QuestLoc_DeathandDenial_Conversation_6_NPCEnd_2,当然啦！他会跟我断绝关系，我就拿尖东西捅他……老样子了。
QuestLoc_DeathandDenial_Conversation_6_NPCEnd_3,我的兄弟姐妹都死得很惨，通常是在悬崖边玩的时候。
QuestLoc_DeathandDenial_Conversation_6_NPCEnd_4,下次我狂暴大开杀戒时会记住这一点的。
QuestLoc_DeathandDenial_Conversation_6_NPCStart_1,你好！我是阿尔文·皮博迪，家父棒球卡遗产的唯一继承人。
QuestLoc_DeathandDenial_Conversation_6_NPCStart_2,恐怕我帮不上什么忙，我对昨晚的事毫无印象。
QuestLoc_DeathandDenial_Conversation_6_NPCStart_3,我只知道今早醒来时手里拿着一把血淋淋的匕首。
QuestLoc_DeathandDenial_Conversation_6_NPCStart_4,父亲应该知道，我隐约记得他喊过我的名字。
QuestLoc_DeathandDenial_Conversation_6_Team_1,你经常这样记忆缺失吗？
QuestLoc_DeathandDenial_Conversation_6_Team_2,你和你父亲关系好吗？
QuestLoc_DeathandDenial_Conversation_6_Team_3,你是唯一的继承人？
QuestLoc_DeathandDenial_Conversation_6_Team_4,我必须说，我很欣赏你的坦诚。
QuestLoc_DeathandDenial_Conversation_7_NPCEnd_1,不意外，你永远不能相信那些“暴发户”。
QuestLoc_DeathandDenial_Conversation_7_NPCEnd_2,呵。谁知道那副厚厚的书呆子眼镜后面藏着这样一个怪物？
QuestLoc_DeathandDenial_Conversation_7_NPCEnd_3,我想一切都说得通了。给你，皮博迪先生应该会希望你能收下这个。
QuestLoc_DeathandDenial_Conversation_7_NPCEnd_4,说来也怪，是他派人去找你的。看来他没想清楚。
QuestLoc_DeathandDenial_Conversation_7_NPCStart_1,那么，你查出是谁干的了吗？
QuestLoc_DeathandDenial_Conversation_7_NPCStart_2,是那个嫉妒的实业家，还是那个破产的女族长？
